"subject" "measureName" "activityName" "measureValue"
"17" "fBodyBodyAccJerkMagStd" "SITTING" -0.99031962640625
"18" "fBodyBodyAccJerkMagStd" "SITTING" -0.991044297894737
"19" "fBodyBodyAccJerkMagStd" "SITTING" -0.983687272739726
"20" "fBodyBodyAccJerkMagStd" "SITTING" -0.972597744242424
"21" "fBodyBodyAccJerkMagStd" "SITTING" -0.986991549529412
"22" "fBodyBodyAccJerkMagStd" "SITTING" -0.967026275967742
"23" "fBodyBodyAccJerkMagStd" "SITTING" -0.972117016617647
"24" "fBodyBodyAccJerkMagStd" "SITTING" -0.98561372
"25" "fBodyBodyAccJerkMagStd" "SITTING" -0.987618801076923
"26" "fBodyBodyAccJerkMagStd" "SITTING" -0.989521272820513
"27" "fBodyBodyAccJerkMagStd" "SITTING" -0.988531651142857
"28" "fBodyBodyAccJerkMagStd" "SITTING" -0.970823336388889
"29" "fBodyBodyAccJerkMagStd" "SITTING" -0.989822909333333
"30" "fBodyBodyAccJerkMagStd" "SITTING" -0.985294959032258
"1" "fBodyBodyGyroJerkMagMean" "SITTING" -0.989797547234043
"2" "fBodyBodyGyroJerkMagMean" "SITTING" -0.989861950869565
"3" "fBodyBodyGyroJerkMagMean" "SITTING" -0.977898105576923
"4" "fBodyBodyGyroJerkMagMean" "SITTING" -0.9765477634
"5" "fBodyBodyGyroJerkMagMean" "SITTING" -0.971598370227273
"6" "fBodyBodyGyroJerkMagMean" "SITTING" -0.952034566
"7" "fBodyBodyGyroJerkMagMean" "SITTING" -0.978634991458333
"8" "fBodyBodyGyroJerkMagMean" "SITTING" -0.987730604130435
"9" "fBodyBodyGyroJerkMagMean" "SITTING" -0.9683155878
"10" "fBodyBodyGyroJerkMagMean" "SITTING" -0.992191529259259
"11" "fBodyBodyGyroJerkMagMean" "SITTING" -0.987255972641509
"12" "fBodyBodyGyroJerkMagMean" "SITTING" -0.97848445372549
"13" "fBodyBodyGyroJerkMagMean" "SITTING" -0.991723741632653
"14" "fBodyBodyGyroJerkMagMean" "SITTING" -0.987324239259259
"15" "fBodyBodyGyroJerkMagMean" "SITTING" -0.990180959322034
"16" "fBodyBodyGyroJerkMagMean" "SITTING" -0.989363136376812
"17" "fBodyBodyGyroJerkMagMean" "SITTING" -0.995204564375
"18" "fBodyBodyGyroJerkMagMean" "SITTING" -0.99480818754386
"19" "fBodyBodyGyroJerkMagMean" "SITTING" -0.986727418493151
"20" "fBodyBodyGyroJerkMagMean" "SITTING" -0.976108353787879
"21" "fBodyBodyGyroJerkMagMean" "SITTING" -0.990014272588235
"22" "fBodyBodyGyroJerkMagMean" "SITTING" -0.977775448387097
"23" "fBodyBodyGyroJerkMagMean" "SITTING" -0.980707211470588
"24" "fBodyBodyGyroJerkMagMean" "SITTING" -0.990854751176471
"25" "fBodyBodyGyroJerkMagMean" "SITTING" -0.991781701692308
"26" "fBodyBodyGyroJerkMagMean" "SITTING" -0.993985447564103
"27" "fBodyBodyGyroJerkMagMean" "SITTING" -0.992390264285714
"28" "fBodyBodyGyroJerkMagMean" "SITTING" -0.979465868888889
"29" "fBodyBodyGyroJerkMagMean" "SITTING" -0.995063049
"30" "fBodyBodyGyroJerkMagMean" "SITTING" -0.991750682096774
"1" "fBodyBodyGyroJerkMagStd" "SITTING" -0.987049617234043
"2" "fBodyBodyGyroJerkMagStd" "SITTING" -0.989632908913043
"3" "fBodyBodyGyroJerkMagStd" "SITTING" -0.976689802692308
"4" "fBodyBodyGyroJerkMagStd" "SITTING" -0.9762617538
"5" "fBodyBodyGyroJerkMagStd" "SITTING" -0.970675403409091
"6" "fBodyBodyGyroJerkMagStd" "SITTING" -0.951196693454545
"7" "fBodyBodyGyroJerkMagStd" "SITTING" -0.97496593875
"8" "fBodyBodyGyroJerkMagStd" "SITTING" -0.986147262608696
"9" "fBodyBodyGyroJerkMagStd" "SITTING" -0.9659970148
"10" "fBodyBodyGyroJerkMagStd" "SITTING" -0.991409100925926
"11" "fBodyBodyGyroJerkMagStd" "SITTING" -0.985607229245283
"12" "fBodyBodyGyroJerkMagStd" "SITTING" -0.979256387058824
"13" "fBodyBodyGyroJerkMagStd" "SITTING" -0.991219445918367
"14" "fBodyBodyGyroJerkMagStd" "SITTING" -0.987065177777778
"15" "fBodyBodyGyroJerkMagStd" "SITTING" -0.989503941694915
"16" "fBodyBodyGyroJerkMagStd" "SITTING" -0.987506348985507
"17" "fBodyBodyGyroJerkMagStd" "SITTING" -0.99362452375
"18" "fBodyBodyGyroJerkMagStd" "SITTING" -0.994967621754386
"19" "fBodyBodyGyroJerkMagStd" "SITTING" -0.985416444657534
"20" "fBodyBodyGyroJerkMagStd" "SITTING" -0.975226588333333
"21" "fBodyBodyGyroJerkMagStd" "SITTING" -0.991062204823529
"22" "fBodyBodyGyroJerkMagStd" "SITTING" -0.976318114516129
"23" "fBodyBodyGyroJerkMagStd" "SITTING" -0.978499038088235
"24" "fBodyBodyGyroJerkMagStd" "SITTING" -0.990933058235294
"25" "fBodyBodyGyroJerkMagStd" "SITTING" -0.992019559538462
"26" "fBodyBodyGyroJerkMagStd" "SITTING" -0.99420976974359
"27" "fBodyBodyGyroJerkMagStd" "SITTING" -0.991967776285714
"28" "fBodyBodyGyroJerkMagStd" "SITTING" -0.97839537
"29" "fBodyBodyGyroJerkMagStd" "SITTING" -0.994742028
"30" "fBodyBodyGyroJerkMagStd" "SITTING" -0.990946424516129
"1" "fBodyBodyGyroMagMean" "SITTING" -0.958435589361702
"2" "fBodyBodyGyroMagMean" "SITTING" -0.971840596086956
"3" "fBodyBodyGyroMagMean" "SITTING" -0.946664943653846
"4" "fBodyBodyGyroMagMean" "SITTING" -0.9487697524
"5" "fBodyBodyGyroMagMean" "SITTING" -0.944760322045455
"6" "fBodyBodyGyroMagMean" "SITTING" -0.929725679272727
"7" "fBodyBodyGyroMagMean" "SITTING" -0.933081955208333
"8" "fBodyBodyGyroMagMean" "SITTING" -0.965806789347826
"9" "fBodyBodyGyroMagMean" "SITTING" -0.9344377378
"10" "fBodyBodyGyroMagMean" "SITTING" -0.974459732592593
"11" "fBodyBodyGyroMagMean" "SITTING" -0.969799951132076
"12" "fBodyBodyGyroMagMean" "SITTING" -0.958511866666667
"13" "fBodyBodyGyroMagMean" "SITTING" -0.973258277755102
"14" "fBodyBodyGyroMagMean" "SITTING" -0.963320540555556
"15" "fBodyBodyGyroMagMean" "SITTING" -0.973762179830509
"16" "fBodyBodyGyroMagMean" "SITTING" -0.954060994347826
"17" "fBodyBodyGyroMagMean" "SITTING" -0.98336929234375
"18" "fBodyBodyGyroMagMean" "SITTING" -0.986535242105263
"19" "fBodyBodyGyroMagMean" "SITTING" -0.964238768493151
"20" "fBodyBodyGyroMagMean" "SITTING" -0.953399068181818
"21" "fBodyBodyGyroMagMean" "SITTING" -0.977839702352941
"22" "fBodyBodyGyroMagMean" "SITTING" -0.951952767258065
"23" "fBodyBodyGyroMagMean" "SITTING" -0.952293277205882
"24" "fBodyBodyGyroMagMean" "SITTING" -0.977973720735294
"25" "fBodyBodyGyroMagMean" "SITTING" -0.979350913692308
"26" "fBodyBodyGyroMagMean" "SITTING" -0.97646387
"27" "fBodyBodyGyroMagMean" "SITTING" -0.979482820857143
"28" "fBodyBodyGyroMagMean" "SITTING" -0.960297525
"29" "fBodyBodyGyroMagMean" "SITTING" -0.980269425833333
"30" "fBodyBodyGyroMagMean" "SITTING" -0.973876282903226
"1" "fBodyBodyGyroMagStd" "SITTING" -0.932198374893617
"2" "fBodyBodyGyroMagStd" "SITTING" -0.961385745217391
"3" "fBodyBodyGyroMagStd" "SITTING" -0.925449629
"4" "fBodyBodyGyroMagStd" "SITTING" -0.9288505544
"5" "fBodyBodyGyroMagStd" "SITTING" -0.934746865454545
"6" "fBodyBodyGyroMagStd" "SITTING" -0.929549141636364
"7" "fBodyBodyGyroMagStd" "SITTING" -0.895804978125
"8" "fBodyBodyGyroMagStd" "SITTING" -0.953251156521739
"9" "fBodyBodyGyroMagStd" "SITTING" -0.9064712292
"10" "fBodyBodyGyroMagStd" "SITTING" -0.962459956111111
"11" "fBodyBodyGyroMagStd" "SITTING" -0.960711241886792
"12" "fBodyBodyGyroMagStd" "SITTING" -0.948460978823529
"13" "fBodyBodyGyroMagStd" "SITTING" -0.96426809755102
"14" "fBodyBodyGyroMagStd" "SITTING" -0.946517963703704
"15" "fBodyBodyGyroMagStd" "SITTING" -0.963378228474576
"16" "fBodyBodyGyroMagStd" "SITTING" -0.938863215072464
"17" "fBodyBodyGyroMagStd" "SITTING" -0.97471085296875
"18" "fBodyBodyGyroMagStd" "SITTING" -0.981252632807018
"19" "fBodyBodyGyroMagStd" "SITTING" -0.950484417260274
"20" "fBodyBodyGyroMagStd" "SITTING" -0.943725755909091
"21" "fBodyBodyGyroMagStd" "SITTING" -0.972027251294118
"22" "fBodyBodyGyroMagStd" "SITTING" -0.93356300983871
"23" "fBodyBodyGyroMagStd" "SITTING" -0.938680776617647
"24" "fBodyBodyGyroMagStd" "SITTING" -0.969105899117647
"25" "fBodyBodyGyroMagStd" "SITTING" -0.970321897230769
"26" "fBodyBodyGyroMagStd" "SITTING" -0.963650652307692
"27" "fBodyBodyGyroMagStd" "SITTING" -0.970528266285714
"28" "fBodyBodyGyroMagStd" "SITTING" -0.953534292638889
"29" "fBodyBodyGyroMagStd" "SITTING" -0.971011373
"30" "fBodyBodyGyroMagStd" "SITTING" -0.959513937258065
"1" "fBodyGyroMeanX" "SITTING" -0.976161464042553
"2" "fBodyGyroMeanX" "SITTING" -0.982621389565217
"3" "fBodyGyroMeanX" "SITTING" -0.957550637692308
"4" "fBodyGyroMeanX" "SITTING" -0.9605896358
"5" "fBodyGyroMeanX" "SITTING" -0.957117251818182
"6" "fBodyGyroMeanX" "SITTING" -0.939671400545455
"7" "fBodyGyroMeanX" "SITTING" -0.9436317575
"8" "fBodyGyroMeanX" "SITTING" -0.982200309782609
"9" "fBodyGyroMeanX" "SITTING" -0.950315237
"10" "fBodyGyroMeanX" "SITTING" -0.986477363333333
"11" "fBodyGyroMeanX" "SITTING" -0.985106875471698
"12" "fBodyGyroMeanX" "SITTING" -0.968528985294118
"13" "fBodyGyroMeanX" "SITTING" -0.983218202857143
"14" "fBodyGyroMeanX" "SITTING" -0.978577117592593
"15" "fBodyGyroMeanX" "SITTING" -0.986152580338983
"16" "fBodyGyroMeanX" "SITTING" -0.978632856956522
"17" "fBodyGyroMeanX" "SITTING" -0.98841106765625
"18" "fBodyGyroMeanX" "SITTING" -0.989961500350877
"19" "fBodyGyroMeanX" "SITTING" -0.981743664931507
"20" "fBodyGyroMeanX" "SITTING" -0.969913284393939
"21" "fBodyGyroMeanX" "SITTING" -0.984893559764706
"22" "fBodyGyroMeanX" "SITTING" -0.977266731129032
"23" "fBodyGyroMeanX" "SITTING" -0.977149986617647
"24" "fBodyGyroMeanX" "SITTING" -0.985676523823529
"25" "fBodyGyroMeanX" "SITTING" -0.988002552461538
"26" "fBodyGyroMeanX" "SITTING" -0.990144882307692
"27" "fBodyGyroMeanX" "SITTING" -0.987207904714286
"28" "fBodyGyroMeanX" "SITTING" -0.973724326388889
"29" "fBodyGyroMeanX" "SITTING" -0.988393569
"30" "fBodyGyroMeanX" "SITTING" -0.987034626451613
"1" "fBodyGyroMeanY" "SITTING" -0.975838585319149
"2" "fBodyGyroMeanY" "SITTING" -0.982100923695652
"3" "fBodyGyroMeanY" "SITTING" -0.95617355
"4" "fBodyGyroMeanY" "SITTING" -0.9675836478
"5" "fBodyGyroMeanY" "SITTING" -0.955460359318182
"6" "fBodyGyroMeanY" "SITTING" -0.943857393090909
"7" "fBodyGyroMeanY" "SITTING" -0.956678065
"8" "fBodyGyroMeanY" "SITTING" -0.97658989
"9" "fBodyGyroMeanY" "SITTING" -0.9396930078
"10" "fBodyGyroMeanY" "SITTING" -0.986179215555556
"11" "fBodyGyroMeanY" "SITTING" -0.98263664490566
"12" "fBodyGyroMeanY" "SITTING" -0.963725248823529
"13" "fBodyGyroMeanY" "SITTING" -0.982456053877551
"14" "fBodyGyroMeanY" "SITTING" -0.969806729814815
"15" "fBodyGyroMeanY" "SITTING" -0.979201724745763
"16" "fBodyGyroMeanY" "SITTING" -0.96679600173913
"17" "fBodyGyroMeanY" "SITTING" -0.98879397953125
"18" "fBodyGyroMeanY" "SITTING" -0.988702701403509
"19" "fBodyGyroMeanY" "SITTING" -0.968188675753425
"20" "fBodyGyroMeanY" "SITTING" -0.964643068787879
"21" "fBodyGyroMeanY" "SITTING" -0.979830938
"22" "fBodyGyroMeanY" "SITTING" -0.959161754193548
"23" "fBodyGyroMeanY" "SITTING" -0.957920288823529
"24" "fBodyGyroMeanY" "SITTING" -0.981200181176471
"25" "fBodyGyroMeanY" "SITTING" -0.983827801076923
"26" "fBodyGyroMeanY" "SITTING" -0.981740793333333
"27" "fBodyGyroMeanY" "SITTING" -0.984141119142857
"28" "fBodyGyroMeanY" "SITTING" -0.963117633611111
"29" "fBodyGyroMeanY" "SITTING" -0.990329245333333
"30" "fBodyGyroMeanY" "SITTING" -0.982005883387097
"1" "fBodyGyroMeanZ" "SITTING" -0.951315544468085
"2" "fBodyGyroMeanZ" "SITTING" -0.959814822391304
"3" "fBodyGyroMeanZ" "SITTING" -0.934967958846154
"4" "fBodyGyroMeanZ" "SITTING" -0.9337768922
"5" "fBodyGyroMeanZ" "SITTING" -0.938003425909091
"6" "fBodyGyroMeanZ" "SITTING" -0.934764895454545
"7" "fBodyGyroMeanZ" "SITTING" -0.9474199325
"8" "fBodyGyroMeanZ" "SITTING" -0.961798676956522
"9" "fBodyGyroMeanZ" "SITTING" -0.940312313
"10" "fBodyGyroMeanZ" "SITTING" -0.96539546962963
"11" "fBodyGyroMeanZ" "SITTING" -0.954453821132075
"12" "fBodyGyroMeanZ" "SITTING" -0.955718183921569
"13" "fBodyGyroMeanZ" "SITTING" -0.968384415510204
"14" "fBodyGyroMeanZ" "SITTING" -0.957020858888889
"15" "fBodyGyroMeanZ" "SITTING" -0.966731518305085
"16" "fBodyGyroMeanZ" "SITTING" -0.960058264057971
"17" "fBodyGyroMeanZ" "SITTING" -0.98161709828125
"18" "fBodyGyroMeanZ" "SITTING" -0.983027386491228
"19" "fBodyGyroMeanZ" "SITTING" -0.968235777945205
"20" "fBodyGyroMeanZ" "SITTING" -0.950963363939394
"21" "fBodyGyroMeanZ" "SITTING" -0.976839728941176
"22" "fBodyGyroMeanZ" "SITTING" -0.948367052258065
"23" "fBodyGyroMeanZ" "SITTING" -0.965428833529412
"24" "fBodyGyroMeanZ" "SITTING" -0.974686891029412
"25" "fBodyGyroMeanZ" "SITTING" -0.975805890153846
"26" "fBodyGyroMeanZ" "SITTING" -0.970423693717949
"27" "fBodyGyroMeanZ" "SITTING" -0.976848134285714
"28" "fBodyGyroMeanZ" "SITTING" -0.954180279027778
"29" "fBodyGyroMeanZ" "SITTING" -0.9739335945
"30" "fBodyGyroMeanZ" "SITTING" -0.961177109516129
"1" "fBodyGyroStdX" "SITTING" -0.977904227021277
"2" "fBodyGyroStdX" "SITTING" -0.986808501521739
"3" "fBodyGyroStdX" "SITTING" -0.968013062884615
"4" "fBodyGyroStdX" "SITTING" -0.973333107
"5" "fBodyGyroStdX" "SITTING" -0.969390369318182
"6" "fBodyGyroStdX" "SITTING" -0.963407046545455
"7" "fBodyGyroStdX" "SITTING" -0.9427264225
"8" "fBodyGyroStdX" "SITTING" -0.985339301521739
"9" "fBodyGyroStdX" "SITTING" -0.9618360162
"10" "fBodyGyroStdX" "SITTING" -0.989712360740741
"11" "fBodyGyroStdX" "SITTING" -0.989189512641509
"12" "fBodyGyroStdX" "SITTING" -0.976339901372549
"13" "fBodyGyroStdX" "SITTING" -0.986714694081633
"14" "fBodyGyroStdX" "SITTING" -0.981573087222222
"15" "fBodyGyroStdX" "SITTING" -0.988881930508475
"16" "fBodyGyroStdX" "SITTING" -0.982057861449275
"17" "fBodyGyroStdX" "SITTING" -0.99004126046875
"18" "fBodyGyroStdX" "SITTING" -0.992575399473684
"19" "fBodyGyroStdX" "SITTING" -0.985576048219178
"20" "fBodyGyroStdX" "SITTING" -0.978433538484848
"21" "fBodyGyroStdX" "SITTING" -0.98955931
"22" "fBodyGyroStdX" "SITTING" -0.982373346290323
"23" "fBodyGyroStdX" "SITTING" -0.981523241176471
"24" "fBodyGyroStdX" "SITTING" -0.988891551764706
"25" "fBodyGyroStdX" "SITTING" -0.990550003076923
"26" "fBodyGyroStdX" "SITTING" -0.991318436410256
"27" "fBodyGyroStdX" "SITTING" -0.988984618428571
"28" "fBodyGyroStdX" "SITTING" -0.98161514125
"29" "fBodyGyroStdX" "SITTING" -0.990727755166667
"30" "fBodyGyroStdX" "SITTING" -0.988484803225806
"1" "fBodyGyroStdY" "SITTING" -0.962345042553192
"2" "fBodyGyroStdY" "SITTING" -0.977356188695652
"3" "fBodyGyroStdY" "SITTING" -0.939609988461538
"4" "fBodyGyroStdY" "SITTING" -0.954120419
"5" "fBodyGyroStdY" "SITTING" -0.947571471590909
"6" "fBodyGyroStdY" "SITTING" -0.944901470363636
"7" "fBodyGyroStdY" "SITTING" -0.93824472
"8" "fBodyGyroStdY" "SITTING" -0.96892443326087
"9" "fBodyGyroStdY" "SITTING" -0.910583361
"10" "fBodyGyroStdY" "SITTING" -0.983579646666667
"11" "fBodyGyroStdY" "SITTING" -0.982137919056604
"12" "fBodyGyroStdY" "SITTING" -0.959040695686274
"13" "fBodyGyroStdY" "SITTING" -0.97827070877551
"14" "fBodyGyroStdY" "SITTING" -0.958227403148148
"15" "fBodyGyroStdY" "SITTING" -0.973456092372881
"16" "fBodyGyroStdY" "SITTING" -0.954343752463768
"17" "fBodyGyroStdY" "SITTING" -0.984813098125
"18" "fBodyGyroStdY" "SITTING" -0.985710087894737
"19" "fBodyGyroStdY" "SITTING" -0.955598610136986
"20" "fBodyGyroStdY" "SITTING" -0.958015696363636
"21" "fBodyGyroStdY" "SITTING" -0.974723217647059
"22" "fBodyGyroStdY" "SITTING" -0.946107943548387
"23" "fBodyGyroStdY" "SITTING" -0.943733421029412
"24" "fBodyGyroStdY" "SITTING" -0.976252427794118
"25" "fBodyGyroStdY" "SITTING" -0.979828883230769
"26" "fBodyGyroStdY" "SITTING" -0.969488188974359
"27" "fBodyGyroStdY" "SITTING" -0.981037690285714
"28" "fBodyGyroStdY" "SITTING" -0.953207017222222
"29" "fBodyGyroStdY" "SITTING" -0.987259808666667
"30" "fBodyGyroStdY" "SITTING" -0.973804950806452
"1" "fBodyGyroStdZ" "SITTING" -0.94391784106383
"2" "fBodyGyroStdZ" "SITTING" -0.963522659782609
"3" "fBodyGyroStdZ" "SITTING" -0.930633150769231
"4" "fBodyGyroStdZ" "SITTING" -0.9328683544
"5" "fBodyGyroStdZ" "SITTING" -0.947346476590909
"6" "fBodyGyroStdZ" "SITTING" -0.947326797818182
"7" "fBodyGyroStdZ" "SITTING" -0.939826018125
"8" "fBodyGyroStdZ" "SITTING" -0.962632253913044
"9" "fBodyGyroStdZ" "SITTING" -0.9341874784
"10" "fBodyGyroStdZ" "SITTING" -0.962418559814815
"11" "fBodyGyroStdZ" "SITTING" -0.956802766792453
"12" "fBodyGyroStdZ" "SITTING" -0.954769877647059
"13" "fBodyGyroStdZ" "SITTING" -0.969451754693878
"14" "fBodyGyroStdZ" "SITTING" -0.956028807962963
"15" "fBodyGyroStdZ" "SITTING" -0.966228648305085
"16" "fBodyGyroStdZ" "SITTING" -0.964270052318841
"17" "fBodyGyroStdZ" "SITTING" -0.9809696453125
"18" "fBodyGyroStdZ" "SITTING" -0.98279727631579
"19" "fBodyGyroStdZ" "SITTING" -0.967869249178082
"20" "fBodyGyroStdZ" "SITTING" -0.949176822121212
"21" "fBodyGyroStdZ" "SITTING" -0.979130678470588
"22" "fBodyGyroStdZ" "SITTING" -0.951045695483871
"23" "fBodyGyroStdZ" "SITTING" -0.961914054264706
"24" "fBodyGyroStdZ" "SITTING" -0.972851787647059
"25" "fBodyGyroStdZ" "SITTING" -0.974172870615385
"26" "fBodyGyroStdZ" "SITTING" -0.968266666923077
"27" "fBodyGyroStdZ" "SITTING" -0.977595519142857
"28" "fBodyGyroStdZ" "SITTING" -0.961561036111111
"29" "fBodyGyroStdZ" "SITTING" -0.972912517166667
"30" "fBodyGyroStdZ" "SITTING" -0.95730868516129
"1" "tBodyAccJerkMagMean" "SITTING" -0.987364195531915
"2" "tBodyAccJerkMagMean" "SITTING" -0.986774713043478
"3" "tBodyAccJerkMagMean" "SITTING" -0.969080752884615
"4" "tBodyAccJerkMagMean" "SITTING" -0.9701322836
"5" "tBodyAccJerkMagMean" "SITTING" -0.969320155681818
"6" "tBodyAccJerkMagMean" "SITTING" -0.962733502
"7" "tBodyAccJerkMagMean" "SITTING" -0.976559676458333
"8" "tBodyAccJerkMagMean" "SITTING" -0.986061512173913
"9" "tBodyAccJerkMagMean" "SITTING" -0.964383757
"10" "tBodyAccJerkMagMean" "SITTING" -0.988054237592593
"11" "tBodyAccJerkMagMean" "SITTING" -0.97935563509434
"12" "tBodyAccJerkMagMean" "SITTING" -0.974734489803922
"13" "tBodyAccJerkMagMean" "SITTING" -0.989497838979592
"14" "tBodyAccJerkMagMean" "SITTING" -0.976521006111111
"15" "tBodyAccJerkMagMean" "SITTING" -0.986107839152542
"16" "tBodyAccJerkMagMean" "SITTING" -0.987472699130435
"17" "tBodyAccJerkMagMean" "SITTING" -0.99281471515625
"18" "tBodyAccJerkMagMean" "SITTING" -0.989869574561404
"19" "tBodyAccJerkMagMean" "SITTING" -0.986423976027397
"20" "tBodyAccJerkMagMean" "SITTING" -0.978774578333333
"21" "tBodyAccJerkMagMean" "SITTING" -0.985947225176471
"22" "tBodyAccJerkMagMean" "SITTING" -0.979303714032258
"23" "tBodyAccJerkMagMean" "SITTING" -0.982375503382353
"24" "tBodyAccJerkMagMean" "SITTING" -0.985555822352941
"25" "tBodyAccJerkMagMean" "SITTING" -0.989545142461538
"26" "tBodyAccJerkMagMean" "SITTING" -0.990898435769231
"27" "tBodyAccJerkMagMean" "SITTING" -0.989467178285714
"28" "tBodyAccJerkMagMean" "SITTING" -0.973274366805556
"29" "tBodyAccJerkMagMean" "SITTING" -0.990719807666667
"30" "tBodyAccJerkMagMean" "SITTING" -0.987799055645161
"1" "tBodyAccJerkMagStd" "SITTING" -0.984120024042553
"2" "tBodyAccJerkMagStd" "SITTING" -0.984475868043478
"3" "tBodyAccJerkMagStd" "SITTING" -0.966550084230769
"4" "tBodyAccJerkMagStd" "SITTING" -0.9625491104
"5" "tBodyAccJerkMagStd" "SITTING" -0.965757731590909
"6" "tBodyAccJerkMagStd" "SITTING" -0.948181827818182
"7" "tBodyAccJerkMagStd" "SITTING" -0.970243274166667
"8" "tBodyAccJerkMagStd" "SITTING" -0.980667377391304
"9" "tBodyAccJerkMagStd" "SITTING" -0.9517802432
"10" "tBodyAccJerkMagStd" "SITTING" -0.985209856296296
"11" "tBodyAccJerkMagStd" "SITTING" -0.974511726792453
"12" "tBodyAccJerkMagStd" "SITTING" -0.972745892745098
"13" "tBodyAccJerkMagStd" "SITTING" -0.988813098163265
"14" "tBodyAccJerkMagStd" "SITTING" -0.973343388888889
"15" "tBodyAccJerkMagStd" "SITTING" -0.984639018474576
"16" "tBodyAccJerkMagStd" "SITTING" -0.983615334057971
"17" "tBodyAccJerkMagStd" "SITTING" -0.99144649921875
"18" "tBodyAccJerkMagStd" "SITTING" -0.991159350526316
"19" "tBodyAccJerkMagStd" "SITTING" -0.984205184931507
"20" "tBodyAccJerkMagStd" "SITTING" -0.972537871515151
"21" "tBodyAccJerkMagStd" "SITTING" -0.986520865058824
"22" "tBodyAccJerkMagStd" "SITTING" -0.968576776774194
"23" "tBodyAccJerkMagStd" "SITTING" -0.973668776323529
"24" "tBodyAccJerkMagStd" "SITTING" -0.985418456176471
"25" "tBodyAccJerkMagStd" "SITTING" -0.988311804923077
"26" "tBodyAccJerkMagStd" "SITTING" -0.989986111666667
"27" "tBodyAccJerkMagStd" "SITTING" -0.989200539571429
"28" "tBodyAccJerkMagStd" "SITTING" -0.970301646111111
"29" "tBodyAccJerkMagStd" "SITTING" -0.990531729333333
"30" "tBodyAccJerkMagStd" "SITTING" -0.98605764
"1" "tBodyAccJerkMeanX" "SITTING" 0.0774825199574468
"2" "tBodyAccJerkMeanX" "SITTING" 0.0722564387173913
"3" "tBodyAccJerkMeanX" "SITTING" 0.0726098418653846
"4" "tBodyAccJerkMeanX" "SITTING" 0.0784500239
"5" "tBodyAccJerkMeanX" "SITTING" 0.0749577410909091
"6" "tBodyAccJerkMeanX" "SITTING" 0.0754721635223636
"7" "tBodyAccJerkMeanX" "SITTING" 0.0668519793125
"8" "tBodyAccJerkMeanX" "SITTING" 0.0786713761086957
"9" "tBodyAccJerkMeanX" "SITTING" 0.077005006374
"10" "tBodyAccJerkMeanX" "SITTING" 0.0775372505185185
"11" "tBodyAccJerkMeanX" "SITTING" 0.0761777324716981
"12" "tBodyAccJerkMeanX" "SITTING" 0.0771277656078431
"13" "tBodyAccJerkMeanX" "SITTING" 0.0752865881142857
"14" "tBodyAccJerkMeanX" "SITTING" 0.0741878844074074
"15" "tBodyAccJerkMeanX" "SITTING" 0.0784792788644068
"16" "tBodyAccJerkMeanX" "SITTING" 0.0734346720289855
"17" "tBodyAccJerkMeanX" "SITTING" 0.075070986171875
"18" "tBodyAccJerkMeanX" "SITTING" 0.076622889
"19" "tBodyAccJerkMeanX" "SITTING" 0.0753747129191781
"20" "tBodyAccJerkMeanX" "SITTING" 0.0746568393030303
"21" "tBodyAccJerkMeanX" "SITTING" 0.0757109789882353
"22" "tBodyAccJerkMeanX" "SITTING" 0.0807687311935484
"23" "tBodyAccJerkMeanX" "SITTING" 0.0770022352205882
"24" "tBodyAccJerkMeanX" "SITTING" 0.0763318528529412
"25" "tBodyAccJerkMeanX" "SITTING" 0.0752087009912308
"26" "tBodyAccJerkMeanX" "SITTING" 0.0764443226333333
"27" "tBodyAccJerkMeanX" "SITTING" 0.0779038963571429
"28" "tBodyAccJerkMeanX" "SITTING" 0.0768671621527778
"29" "tBodyAccJerkMeanX" "SITTING" 0.0745438102516667
"30" "tBodyAccJerkMeanX" "SITTING" 0.0760057731790323
"1" "tBodyAccJerkMeanY" "SITTING" -0.000619102785106384
"2" "tBodyAccJerkMeanY" "SITTING" 0.0116954511323913
"3" "tBodyAccJerkMeanY" "SITTING" 0.00272529134230769
"4" "tBodyAccJerkMeanY" "SITTING" -0.0108582171094
"5" "tBodyAccJerkMeanY" "SITTING" -0.00278773346136363
"6" "tBodyAccJerkMeanY" "SITTING" 2.55649800000023e-06
"7" "tBodyAccJerkMeanY" "SITTING" 0.0116863419310417
"8" "tBodyAccJerkMeanY" "SITTING" -0.00657516306713044
"9" "tBodyAccJerkMeanY" "SITTING" 0.009817397262
"10" "tBodyAccJerkMeanY" "SITTING" 0.00897875458703704
"11" "tBodyAccJerkMeanY" "SITTING" -0.000213838552075472
"12" "tBodyAccJerkMeanY" "SITTING" 0.0105990504054902
"13" "tBodyAccJerkMeanY" "SITTING" -0.00112344092891837
"14" "tBodyAccJerkMeanY" "SITTING" -0.00436185985848148
"15" "tBodyAccJerkMeanY" "SITTING" -0.00898437589491525
"16" "tBodyAccJerkMeanY" "SITTING" 0.00985642890855072
"17" "tBodyAccJerkMeanY" "SITTING" 0.0056097104915625
"18" "tBodyAccJerkMeanY" "SITTING" 0.00694560289491228
"19" "tBodyAccJerkMeanY" "SITTING" 0.0137921005843836
"20" "tBodyAccJerkMeanY" "SITTING" 0.00597430268636364
"21" "tBodyAccJerkMeanY" "SITTING" 0.0121020139594259
"22" "tBodyAccJerkMeanY" "SITTING" -0.000842715149193548
